pathway	collection	comparison	method	source	rank_metric	ES	NES	pvalue	padj	FWER	size	output_label	report_side	source_file	rank_at_max	leading_edge	core_enrichment	direction	significant_fdr_0_25	significant_fdr_0_05
HALLMARK_E2F_TARGETS	Hallmark	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.65456504	-3.2293992	0	0	0	187	GSEA_ERpositive_vs_ERnegative_Hallmark	neg	gsea_report_for_na_neg_1779214203280.tsv	3853	tags=68%, list=21%, signal=86%		negative	TRUE	TRUE
HALLMARK_ESTROGEN_RESPONSE_EARLY	Hallmark	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.62255204	3.0265758	0	0	0	190	GSEA_ERpositive_vs_ERnegative_Hallmark	pos	gsea_report_for_na_pos_1779214203280.tsv	1948	tags=45%, list=11%, signal=50%		positive	TRUE	TRUE
HALLMARK_G2M_CHECKPOINT	Hallmark	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.6079698	-2.9797523	0	0	0	183	GSEA_ERpositive_vs_ERnegative_Hallmark	neg	gsea_report_for_na_neg_1779214203280.tsv	3115	tags=58%, list=17%, signal=69%		negative	TRUE	TRUE
HALLMARK_MYC_TARGETS_V1	Hallmark	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.5927197	-2.9041023	0	0	0	187	GSEA_ERpositive_vs_ERnegative_Hallmark	neg	gsea_report_for_na_neg_1779214203280.tsv	4658	tags=58%, list=26%, signal=78%		negative	TRUE	TRUE
HALLMARK_ALLOGRAFT_REJECTION	Hallmark	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.5199458	-2.5393193	0	0	0	190	GSEA_ERpositive_vs_ERnegative_Hallmark	neg	gsea_report_for_na_neg_1779214203280.tsv	6742	tags=75%, list=37%, signal=118%		negative	TRUE	TRUE
HALLMARK_MYC_TARGETS_V2	Hallmark	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.6146416	-2.4246998	0	0	0	57	GSEA_ERpositive_vs_ERnegative_Hallmark	neg	gsea_report_for_na_neg_1779214203280.tsv	4404	tags=65%, list=24%, signal=85%		negative	TRUE	TRUE
HALLMARK_ESTROGEN_RESPONSE_LATE	Hallmark	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.49458718	2.4151144	0	0	0	193	GSEA_ERpositive_vs_ERnegative_Hallmark	pos	gsea_report_for_na_pos_1779214203280.tsv	2466	tags=41%, list=14%, signal=47%		positive	TRUE	TRUE
HALLMARK_MTORC1_SIGNALING	Hallmark	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.468967	-2.303069	0	0	0	191	GSEA_ERpositive_vs_ERnegative_Hallmark	neg	gsea_report_for_na_neg_1779214203280.tsv	3849	tags=48%, list=21%, signal=60%		negative	TRUE	TRUE
HALLMARK_INTERFERON_GAMMA_RESPONSE	Hallmark	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.41249627	-2.0487728	0	0.00020779223	0.001	194	GSEA_ERpositive_vs_ERnegative_Hallmark	neg	gsea_report_for_na_neg_1779214203280.tsv	6179	tags=57%, list=34%, signal=86%		negative	TRUE	TRUE
HALLMARK_INFLAMMATORY_RESPONSE	Hallmark	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.39807606	-1.9510267	0	0.00034181817	0.002	195	GSEA_ERpositive_vs_ERnegative_Hallmark	neg	gsea_report_for_na_neg_1779214203280.tsv	5438	tags=50%, list=30%, signal=70%		negative	TRUE	TRUE
HALLMARK_IL6_JAK_STAT3_SIGNALING	Hallmark	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.4434119	-1.9211506	0	0.000549341	0.004	83	GSEA_ERpositive_vs_ERnegative_Hallmark	neg	gsea_report_for_na_neg_1779214203280.tsv	5124	tags=53%, list=28%, signal=74%		negative	TRUE	TRUE
HALLMARK_TNFA_SIGNALING_VIA_NFKB	Hallmark	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.37636012	-1.86931	0	0.00091531937	0.007	196	GSEA_ERpositive_vs_ERnegative_Hallmark	neg	gsea_report_for_na_neg_1779214203280.tsv	5072	tags=48%, list=28%, signal=66%		negative	TRUE	TRUE
HALLMARK_MITOTIC_SPINDLE	Hallmark	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.3657976	-1.800739	0	0.0013190737	0.011	195	GSEA_ERpositive_vs_ERnegative_Hallmark	neg	gsea_report_for_na_neg_1779214203280.tsv	4261	tags=38%, list=24%, signal=49%		negative	TRUE	TRUE
HALLMARK_SPERMATOGENESIS	Hallmark	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.35595205	-1.6258206	0.0021097045	0.006165583	0.057	112	GSEA_ERpositive_vs_ERnegative_Hallmark	neg	gsea_report_for_na_neg_1779214203280.tsv	3022	tags=32%, list=17%, signal=38%		negative	TRUE	TRUE
HALLMARK_GLYCOLYSIS	Hallmark	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.32545632	-1.5979921	0	0.0076602707	0.076	195	GSEA_ERpositive_vs_ERnegative_Hallmark	neg	gsea_report_for_na_neg_1779214203280.tsv	5013	tags=42%, list=28%, signal=57%		negative	TRUE	TRUE
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	Hallmark	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.41095304	-1.5894601	0.004040404	0.0077883876	0.083	45	GSEA_ERpositive_vs_ERnegative_Hallmark	neg	gsea_report_for_na_neg_1779214203280.tsv	4573	tags=44%, list=25%, signal=59%		negative	TRUE	TRUE
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	Hallmark	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.3418439	-1.5391444	0.003921569	0.012484682	0.135	105	GSEA_ERpositive_vs_ERnegative_Hallmark	neg	gsea_report_for_na_neg_1779214203280.tsv	4084	tags=36%, list=23%, signal=46%		negative	TRUE	TRUE
HALLMARK_BILE_ACID_METABOLISM	Hallmark	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.3621853	1.6293366	0	0.0142468605	0.06	109	GSEA_ERpositive_vs_ERnegative_Hallmark	pos	gsea_report_for_na_pos_1779214203280.tsv	4134	tags=39%, list=23%, signal=51%		positive	TRUE	TRUE
HALLMARK_WNT_BETA_CATENIN_SIGNALING	Hallmark	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.40217653	-1.493398	0.034068137	0.019309994	0.213	42	GSEA_ERpositive_vs_ERnegative_Hallmark	neg	gsea_report_for_na_neg_1779214203280.tsv	1798	tags=24%, list=10%, signal=26%		negative	TRUE	TRUE
HALLMARK_HYPOXIA	Hallmark	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.29605156	-1.4690028	0.006122449	0.022749355	0.256	188	GSEA_ERpositive_vs_ERnegative_Hallmark	neg	gsea_report_for_na_neg_1779214203280.tsv	3159	tags=28%, list=17%, signal=34%		negative	TRUE	TRUE
HALLMARK_UV_RESPONSE_UP	Hallmark	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.29869506	-1.424424	0.008281574	0.033200294	0.365	151	GSEA_ERpositive_vs_ERnegative_Hallmark	neg	gsea_report_for_na_neg_1779214203280.tsv	4011	tags=34%, list=22%, signal=43%		negative	TRUE	TRUE
HALLMARK_CHOLESTEROL_HOMEOSTASIS	Hallmark	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.33353156	-1.392737	0.03557312	0.04016754	0.444	72	GSEA_ERpositive_vs_ERnegative_Hallmark	neg	gsea_report_for_na_neg_1779214203280.tsv	3543	tags=35%, list=20%, signal=43%		negative	TRUE	TRUE
HALLMARK_KRAS_SIGNALING_UP	Hallmark	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.26829866	-1.3394165	0.027504912	0.0590662	0.605	191	GSEA_ERpositive_vs_ERnegative_Hallmark	neg	gsea_report_for_na_neg_1779214203280.tsv	5036	tags=39%, list=28%, signal=54%		negative	TRUE	FALSE
HALLMARK_NOTCH_SIGNALING	Hallmark	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.38446102	-1.3439654	0.092	0.06012968	0.594	32	GSEA_ERpositive_vs_ERnegative_Hallmark	neg	gsea_report_for_na_neg_1779214203280.tsv	1995	tags=34%, list=11%, signal=39%		negative	TRUE	FALSE
HALLMARK_COMPLEMENT	Hallmark	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.2693967	-1.3267517	0.031055901	0.06280516	0.649	190	GSEA_ERpositive_vs_ERnegative_Hallmark	neg	gsea_report_for_na_neg_1779214203280.tsv	5525	tags=41%, list=30%, signal=58%		negative	TRUE	FALSE
HALLMARK_IL2_STAT5_SIGNALING	Hallmark	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.26897386	-1.3148223	0.027600849	0.06608875	0.691	193	GSEA_ERpositive_vs_ERnegative_Hallmark	neg	gsea_report_for_na_neg_1779214203280.tsv	5440	tags=43%, list=30%, signal=61%		negative	TRUE	FALSE
HALLMARK_INTERFERON_ALPHA_RESPONSE	Hallmark	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.2883454	-1.2744383	0.08032128	0.09005887	0.81	92	GSEA_ERpositive_vs_ERnegative_Hallmark	neg	gsea_report_for_na_neg_1779214203280.tsv	6250	tags=45%, list=34%, signal=68%		negative	TRUE	FALSE
HALLMARK_PI3K_AKT_MTOR_SIGNALING	Hallmark	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.2804315	-1.2498235	0.09090909	0.10342547	0.856	101	GSEA_ERpositive_vs_ERnegative_Hallmark	neg	gsea_report_for_na_neg_1779214203280.tsv	4539	tags=35%, list=25%, signal=46%		negative	TRUE	FALSE
HALLMARK_UV_RESPONSE_DN	Hallmark	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.28629506	1.3545443	0.025490196	0.11909455	0.575	136	GSEA_ERpositive_vs_ERnegative_Hallmark	pos	gsea_report_for_na_pos_1779214203280.tsv	5043	tags=40%, list=28%, signal=56%		positive	TRUE	FALSE
HALLMARK_PROTEIN_SECRETION	Hallmark	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.31371412	1.371509	0.031189084	0.1293895	0.524	95	GSEA_ERpositive_vs_ERnegative_Hallmark	pos	gsea_report_for_na_pos_1779214203280.tsv	3948	tags=35%, list=22%, signal=44%		positive	TRUE	FALSE
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Hallmark	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.22688916	-1.1205652	0.18951613	0.26764077	0.994	182	GSEA_ERpositive_vs_ERnegative_Hallmark	neg	gsea_report_for_na_neg_1779214203280.tsv	3976	tags=27%, list=22%, signal=34%		negative	FALSE	FALSE
HALLMARK_DNA_REPAIR	Hallmark	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.23637012	-1.10651	0.23061225	0.28533426	0.997	139	GSEA_ERpositive_vs_ERnegative_Hallmark	neg	gsea_report_for_na_neg_1779214203280.tsv	5678	tags=43%, list=31%, signal=62%		negative	FALSE	FALSE
HALLMARK_KRAS_SIGNALING_DN	Hallmark	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.22218184	-1.0869572	0.2615694	0.3130688	0.998	172	GSEA_ERpositive_vs_ERnegative_Hallmark	neg	gsea_report_for_na_neg_1779214203280.tsv	3384	tags=25%, list=19%, signal=30%		negative	FALSE	FALSE
HALLMARK_PEROXISOME	Hallmark	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.27530137	1.222894	0.12451362	0.31339005	0.925	101	GSEA_ERpositive_vs_ERnegative_Hallmark	pos	gsea_report_for_na_pos_1779214203280.tsv	2873	tags=24%, list=16%, signal=28%		positive	FALSE	FALSE
HALLMARK_APICAL_JUNCTION	Hallmark	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.21626908	-1.0726663	0.26993865	0.32998407	0.999	192	GSEA_ERpositive_vs_ERnegative_Hallmark	neg	gsea_report_for_na_neg_1779214203280.tsv	5014	tags=32%, list=28%, signal=44%		negative	FALSE	FALSE
HALLMARK_APICAL_SURFACE	Hallmark	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.31045434	1.1698205	0.25308642	0.400752	0.982	42	GSEA_ERpositive_vs_ERnegative_Hallmark	pos	gsea_report_for_na_pos_1779214203280.tsv	2902	tags=29%, list=16%, signal=34%		positive	FALSE	FALSE
HALLMARK_HEME_METABOLISM	Hallmark	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.23511046	1.120854	0.20112781	0.4974479	0.998	181	GSEA_ERpositive_vs_ERnegative_Hallmark	pos	gsea_report_for_na_pos_1779214203280.tsv	2257	tags=19%, list=12%, signal=22%		positive	FALSE	FALSE
HALLMARK_ANGIOGENESIS	Hallmark	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.27708122	-0.9937018	0.45348838	0.49833146	1	33	GSEA_ERpositive_vs_ERnegative_Hallmark	neg	gsea_report_for_na_neg_1779214203280.tsv	1664	tags=15%, list=9%, signal=17%		negative	FALSE	FALSE
HALLMARK_XENOBIOTIC_METABOLISM	Hallmark	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.21628495	1.0572414	0.31	0.5967942	1	188	GSEA_ERpositive_vs_ERnegative_Hallmark	pos	gsea_report_for_na_pos_1779214203280.tsv	3661	tags=22%, list=20%, signal=28%		positive	FALSE	FALSE
HALLMARK_FATTY_ACID_METABOLISM	Hallmark	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.22495244	1.0738674	0.2840691	0.6035096	1	149	GSEA_ERpositive_vs_ERnegative_Hallmark	pos	gsea_report_for_na_pos_1779214203280.tsv	4302	tags=31%, list=24%, signal=40%		positive	FALSE	FALSE
HALLMARK_P53_PATHWAY	Hallmark	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.21075876	1.0218126	0.41269842	0.6594653	1	190	GSEA_ERpositive_vs_ERnegative_Hallmark	pos	gsea_report_for_na_pos_1779214203280.tsv	2871	tags=22%, list=16%, signal=26%		positive	FALSE	FALSE
HALLMARK_HEDGEHOG_SIGNALING	Hallmark	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.25987786	-0.92351717	0.5725646	0.66291374	1	34	GSEA_ERpositive_vs_ERnegative_Hallmark	neg	gsea_report_for_na_neg_1779214203280.tsv	1664	tags=21%, list=9%, signal=23%		negative	FALSE	FALSE
HALLMARK_ANDROGEN_RESPONSE	Hallmark	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.21809146	0.965083	0.5019305	0.6892435	1	97	GSEA_ERpositive_vs_ERnegative_Hallmark	pos	gsea_report_for_na_pos_1779214203280.tsv	1969	tags=14%, list=11%, signal=16%		positive	FALSE	FALSE
HALLMARK_APOPTOSIS	Hallmark	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.19634771	0.9318217	0.62124246	0.698077	1	157	GSEA_ERpositive_vs_ERnegative_Hallmark	pos	gsea_report_for_na_pos_1779214203280.tsv	3013	tags=21%, list=17%, signal=25%		positive	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Hallmark	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.19554341	0.9428421	0.60940695	0.7110879	1	188	GSEA_ERpositive_vs_ERnegative_Hallmark	pos	gsea_report_for_na_pos_1779214203280.tsv	4965	tags=32%, list=27%, signal=43%		positive	FALSE	FALSE
HALLMARK_PANCREAS_BETA_CELLS	Hallmark	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.27789497	0.9736851	0.52551985	0.7130361	1	32	GSEA_ERpositive_vs_ERnegative_Hallmark	pos	gsea_report_for_na_pos_1779214203280.tsv	3527	tags=25%, list=19%, signal=31%		positive	FALSE	FALSE
HALLMARK_COAGULATION	Hallmark	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.1942253	0.89271486	0.7027027	0.76208913	1	124	GSEA_ERpositive_vs_ERnegative_Hallmark	pos	gsea_report_for_na_pos_1779214203280.tsv	5235	tags=31%, list=29%, signal=44%		positive	FALSE	FALSE
HALLMARK_MYOGENESIS	Hallmark	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.19928451	0.9744209	0.4990476	0.7695503	1	191	GSEA_ERpositive_vs_ERnegative_Hallmark	pos	gsea_report_for_na_pos_1779214203280.tsv	4136	tags=26%, list=23%, signal=34%		positive	FALSE	FALSE
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	Hallmark	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.15395844	-0.75690687	0.9874477	0.9481539	1	194	GSEA_ERpositive_vs_ERnegative_Hallmark	neg	gsea_report_for_na_neg_1779214203280.tsv	3952	tags=21%, list=22%, signal=27%		negative	FALSE	FALSE
HALLMARK_TGF_BETA_SIGNALING	Hallmark	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.1362685	0.5362825	1	0.9992763	1	54	GSEA_ERpositive_vs_ERnegative_Hallmark	pos	gsea_report_for_na_pos_1779214203280.tsv	5718	tags=33%, list=32%, signal=49%		positive	FALSE	FALSE
